obscd,korObs,rank,neighbor_obscd,neighbor_korObs,dtw_dist
1007685,양평군(양평교),5,1005640,충주시(목계교),6.903
1007687,양평군(여물교),1,1006628,횡성군(청곡교),0.5683
1007687,양평군(여물교),2,1007690,양평군(봉상교),0.7933
1007687,양평군(여물교),3,1001630,정선군(나전교),0.8862
1007687,양평군(여물교),4,1002698,영월군(팔괴교),0.9074
1007687,양평군(여물교),5,1001602,평창군(송정교),0.9935
1007690,양평군(봉상교),1,1002615,평창군(진전교),0.4588
1007690,양평군(봉상교),2,1002640,평창군(상방림교),0.6467
1007690,양평군(봉상교),3,1002610,평창군(장평교),0.6986
1007690,양평군(봉상교),4,1002650,평창군(평창교),0.7377
1007690,양평군(봉상교),5,1006630,횡성군(오산교),0.771
1007697,양평군(신원리),1,1007685,양평군(양평교),1.0841
1007697,양평군(신원리),2,1005605,충주시(탄금교),4.201
1007697,양평군(신원리),3,1007610,음성군(총천교),5.3862
1007697,양평군(신원리),4,1007664,이포보(하류),5.7402
1007697,양평군(신원리),5,1005640,충주시(목계교),7.0161
